chapterID,characterID,event,details,withID,team,title,prefix,
10,1431,mentioned,,,,,,
10,1530,mentioned,,,,,,
10,136,gets,needle,,,,,
11,352,mentioned,,,,,,
11,438,mentioned,,,,,,
11,771,mentioned,,,,,,
11,775,mentioned,,,,,,
11,825,mentioned,,,,,,
11,862,mentioned,,,,,,
11,1337,mentioned,,,,,,
11,1770,mentioned,,,,,,
11,352,married,,438,,,,
11,352,named,,,,Khaleesi,Khaleesi ,
11,438,married,,352,,,,
12,27,mentioned,,,,,,
12,234,mentioned,,,,,,
12,240,mentioned,,,,,,
12,243,mentioned,,,,,,
12,287,mentioned,,,,,,
12,295,mentioned,,,,,,
12,352,mentioned,,,,,,
12,438,mentioned,,,,,,
12,456,mentioned,,,,,,
12,771,mentioned,,,,,,
12,785,mentioned,,,,,,
12,836,mentioned,,,,,,
12,851,mentioned,,,,,,
12,862,mentioned,,,,,,
12,1015,mentioned,,,,,,
12,1033,mentioned,,,,,,
12,1140,mentioned,,,,,,
12,1404,mentioned,,,,,,
12,1422,mentioned,,,,,,
12,1432,mentioned,,,,,,
12,1434,mentioned,,,,,,
12,1586,mentioned,,,,,,
12,1727,mentioned,,,,,,
12,1757,mentioned,,,,,,
12,1770,mentioned,,,,,,
12,2068,mentioned,,,,,,
13,8,mentioned,,,,,,
13,194,mentioned,,,,,,
13,287,mentioned,,,,,,
13,456,mentioned,,,,,,
13,851,mentioned,,,,,,
13,1013,mentioned,,,,,,
13,1431,mentioned,,,,,,
13,1434,mentioned,,,,,,
13,1716,mentioned,,,,,,
13,1873,mentioned,,,,,,
13,2068,mentioned,,,,,,
14,240,mentioned,,,,,,
14,287,mentioned,,,,,,
14,456,mentioned,,,,,,
14,736,mentioned,,,,,,
14,760,mentioned,,,,,,
14,785,mentioned,,,,,,
14,836,mentioned,,,,,,
14,868,mentioned,,,,,,
14,1013,mentioned,,,,,,
14,1426,mentioned,,,,,,
14,1431,mentioned,,,,,,
14,1451,mentioned,,,,,,
14,1530,mentioned,,,,,,
14,1648,mentioned,,,,,,
14,1758,mentioned,,,,,,
15,20,mentioned,,,,,,
15,27,mentioned,,,,,,
15,136,mentioned,,,,,,
15,163,mentioned,,,,,,
15,295,mentioned,,,,,,
15,456,mentioned,,,,,,
15,772,mentioned,,,,,,
15,785,mentioned,,,,,,
15,831,mentioned,,,,,,
15,851,mentioned,,,,,,
15,1157,mentioned,,,,,,
15,1186,mentioned,,,,,,
15,1195,mentioned,,,,,,
15,1219,mentioned,,,,,,
15,1396,mentioned,,,,,,
15,1404,mentioned,,,,,,
15,1434,mentioned,,,,,,
15,1528,mentioned,,,,,,
15,1530,mentioned,,,,,,
16,136,mentioned,,,,,,
16,163,mentioned,,,,,,
16,295,mentioned,,,,,,
16,456,mentioned,,,,,,
16,772,mentioned,,,,,,
16,785,mentioned,,,,,,
16,831,mentioned,,,,,,
16,868,mentioned,,,,,,
16,1186,mentioned,,,,,,
16,1382,mentioned,,,,,,
16,1396,mentioned,,,,,,
16,1404,mentioned,,,,,,
16,1434,mentioned,,,,,,
16,1528,mentioned,,,,,,
16,1530,mentioned,,,,,,
16,1758,mentioned,,,,,,
16,1186,killed,,1528,,,,
17,136,mentioned,,,,,,
17,240,mentioned,,,,,,
17,736,mentioned,,,,,,
17,851,mentioned,,,,,,
17,1013,mentioned,,,,,,
17,1142,mentioned,,,,,,
17,1431,mentioned,,,,,,
17,1451,mentioned,,,,,,
17,1530,mentioned,,,,,,
17,240,gets,powers,,,,,
18,8,mentioned,,,,,,
18,121,mentioned,,,,,,
18,163,mentioned,,,,,,
18,240,mentioned,,,,,,
18,243,mentioned,,,,,,
18,287,mentioned,,,,,,
18,456,mentioned,,,,,,
18,462,mentioned,,,,,,
18,746,mentioned,,,,,,
18,785,mentioned,,,,,,
18,831,mentioned,,,,,,
18,970,mentioned,,,,,,
18,1013,mentioned,,,,,,
18,1303,mentioned,,,,,,
18,1326,mentioned,,,,,,
18,1396,mentioned,,,,,,
18,1411,mentioned,,,,,,
18,1434,mentioned,,,,,,
18,1451,mentioned,,,,,,
18,1586,mentioned,,,,,,
18,1716,mentioned,,,,,,
18,1757,mentioned,,,,,,
19,194,mentioned,,,,,,
19,240,mentioned,,,,,,
19,381,mentioned,,,,,,
19,418,mentioned,,,,,,
19,456,mentioned,,,,,,
19,630,mentioned,,,,,,
19,785,mentioned,,,,,,
19,808,mentioned,,,,,,
19,851,mentioned,,,,,,
19,1329,mentioned,,,,,,
19,1434,mentioned,,,,,,
19,1451,mentioned,,,,,,
19,1586,mentioned,,,,,,
19,1716,mentioned,,,,,,
19,1808,mentioned,,,,,,
19,2068,mentioned,,,,,,
19,194,disappears,,,,,,
19,851,changes allegiances,,,Night Watch,,,
20,27,mentioned,,,,,,
20,121,mentioned,,,,,,
20,136,mentioned,,,,,,
20,154,mentioned,,,,,,
20,163,mentioned,,,,,,
20,240,mentioned,,,,,,
20,243,mentioned,,,,,,
20,287,mentioned,,,,,,
20,456,mentioned,,,,,,
20,719,mentioned,,,,,,
20,772,mentioned,,,,,,
20,831,mentioned,,,,,,
20,836,mentioned,,,,,,
20,868,mentioned,,,,,,
20,1013,mentioned,,,,,,
20,1015,mentioned,,,,,,
20,1035,mentioned,,,,,,
20,1186,mentioned,,,,,,
20,1303,mentioned,,,,,,
20,1326,mentioned,,,,,,
20,1396,mentioned,,,,,,
20,1404,mentioned,,,,,,
20,1434,mentioned,,,,,,
20,1451,mentioned,,,,,,
20,1530,mentioned,,,,,,
20,1586,mentioned,,,,,,
20,1648,mentioned,,,,,,
20,1716,mentioned,,,,,,
20,1727,mentioned,,,,,,
20,1757,mentioned,,,,,,
20,1758,mentioned,,,,,,
20,1860,mentioned,,,,,,
20,456,named,,,,Hand of the king,Lord ,
21,20,mentioned,,,,,,
21,27,mentioned,,,,,,
21,194,mentioned,,,,,,
21,237,mentioned,,,,,,
21,240,mentioned,,,,,,
21,456,mentioned,,,,,,
21,557,mentioned,,,,,,
21,630,mentioned,,,,,,
21,785,mentioned,,,,,,
21,793,mentioned,,,,,,
21,808,mentioned,,,,,,
21,851,mentioned,,,,,,
21,1045,mentioned,,,,,,
21,1142,mentioned,,,,,,
21,1329,mentioned,,,,,,
21,1426,mentioned,,,,,,
21,1431,mentioned,,,,,,
21,1434,mentioned,,,,,,
21,1716,mentioned,,,,,,
21,1727,mentioned,,,,,,
21,1808,mentioned,,,,,,
21,1872,mentioned,,,,,,
21,1873,mentioned,,,,,,
21,2068,mentioned,,,,,,
22,136,mentioned,,,,,,
22,240,mentioned,,,,,,
22,243,mentioned,,,,,,
22,298,mentioned,,,,,,
22,456,mentioned,,,,,,
22,708,mentioned,,,,,,
22,760,mentioned,,,,,,
22,818,mentioned,,,,,,
22,831,mentioned,,,,,,
22,851,mentioned,,,,,,
22,868,mentioned,,,,,,
22,1015,mentioned,,,,,,
22,1142,mentioned,,,,,,
22,1157,mentioned,,,,,,
22,1186,mentioned,,,,,,
22,1195,mentioned,,,,,,
22,1422,mentioned,,,,,,
22,1426,mentioned,,,,,,
22,1431,mentioned,,,,,,
22,1434,mentioned,,,,,,
22,1451,mentioned,,,,,,
22,1528,mentioned,,,,,,
22,1530,mentioned,,,,,,
22,1621,mentioned,,,,,,
22,1758,mentioned,,,,,,
23,8,mentioned,,,,,,
23,352,mentioned,,,,,,
23,438,mentioned,,,,,,
23,771,mentioned,,,,,,
23,775,mentioned,,,,,,
23,825,mentioned,,,,,,
23,826,mentioned,,,,,,
23,862,mentioned,,,,,,
23,1339,mentioned,,,,,,
23,1404,mentioned,,,,,,
23,1770,mentioned,,,,,,
23,352,pregnant,,,,,,
24,27,mentioned,,,,,,
24,154,mentioned,,,,,,
24,194,mentioned,,,,,,
24,240,mentioned,,,,,,
24,243,mentioned,,,,,,
24,708,mentioned,,,,,,
24,736,mentioned,,,,,,
24,760,mentioned,,,,,,
24,808,mentioned,,,,,,
24,851,mentioned,,,,,,
24,868,mentioned,,,,,,
24,1013,mentioned,,,,,,
24,1422,mentioned,,,,,,
24,1426,mentioned,,,,,,
24,1431,mentioned,,,,,,
24,1434,mentioned,,,,,,
24,1451,mentioned,,,,,,
24,1648,mentioned,,,,,,
24,1716,mentioned,,,,,,
24,1758,mentioned,,,,,,
24,1808,mentioned,,,,,,
24,1873,mentioned,,,,,,
24,2068,mentioned,,,,,,
25,295,mentioned,,,,,,
25,319,mentioned,,,,,,
25,456,mentioned,,,,,,
25,755,mentioned,,,,,,
25,836,mentioned,,,,,,
25,1303,mentioned,,,,,,
25,1326,mentioned,,,,,,
25,1434,mentioned,,,,,,
25,1757,mentioned,,,,,,
26,630,mentioned,,,,,,
26,851,mentioned,,,,,,
26,1329,mentioned,,,,,,
26,1373,mentioned,,,,,,
26,1527,mentioned,,,,,,
26,1716,mentioned,,,,,,
27,456,mentioned,,,,,,
27,586,mentioned,,,,,,
27,790,mentioned,,,,,,
27,836,mentioned,,,,,,
27,868,mentioned,,,,,,
27,1015,mentioned,,,,,,
27,1066,mentioned,,,,,,
27,1396,mentioned,,,,,,
27,1434,mentioned,,,,,,
27,1586,mentioned,,,,,,
27,1756,mentioned,,,,,,
28,240,mentioned,,,,,,
28,287,mentioned,,,,,,
28,746,mentioned,,,,,,
28,1451,mentioned,,,,,,
28,1716,mentioned,,,,,,
28,1873,mentioned,,,,,,
28,1716,captured,,287,Stark,,,
29,121,mentioned,,,,,,
29,155,mentioned,,,,,,
29,163,mentioned,,,,,,
29,204,mentioned,,,,,,
29,287,mentioned,,,,,,
29,295,mentioned,,,,,,
29,501,mentioned,,,,,,
29,629,mentioned,,,,,,
29,708,mentioned,,,,,,
29,744,mentioned,,,,,,
29,755,mentioned,,,,,,
29,785,mentioned,,,,,,
29,792,mentioned,,,,,,
29,818,mentioned,,,,,,
29,831,mentioned,,,,,,
29,868,mentioned,,,,,,
29,970,mentioned,,,,,,
29,987,mentioned,,,,,,
29,1140,mentioned,,,,,,
29,1157,mentioned,,,,,,
29,1303,mentioned,,,,,,
29,1396,mentioned,,,,,,
29,1429,mentioned,,,,,,
29,1434,mentioned,,,,,,
29,1528,mentioned,,,,,,
29,1530,mentioned,,,,,,
29,1653,mentioned,,,,,,
29,1872,mentioned,,,,,,
29,755,killed,,629,,,,
30,121,mentioned,,,,,,
30,136,mentioned,,,,,,
30,163,mentioned,,,,,,
30,234,mentioned,,,,,,
30,240,mentioned,,,,,,
30,295,mentioned,,,,,,
30,456,mentioned,,,,,,
30,465,mentioned,,,,,,
30,629,mentioned,,,,,,
30,755,mentioned,,,,,,
30,785,mentioned,,,,,,
30,836,mentioned,,,,,,
30,970,mentioned,,,,,,
30,1066,mentioned,,,,,,
30,1140,mentioned,,,,,,
30,1396,mentioned,,,,,,
30,1528,mentioned,,,,,,
30,1586,mentioned,,,,,,
30,1653,mentioned,,,,,,
30,1757,mentioned,,,,,,
31,287,mentioned,,,,,,
31,785,mentioned,,,,,,
31,970,mentioned,,,,,,
31,1303,mentioned,,,,,,
31,1716,mentioned,,,,,,
31,1727,mentioned,,,,,,
32,136,mentioned,,,,,,
32,287,mentioned,,,,,,
32,295,mentioned,,,,,,
32,456,mentioned,,,,,,
32,771,mentioned,,,,,,
32,970,mentioned,,,,,,
32,1066,mentioned,,,,,,
32,1195,mentioned,,,,,,
32,1303,mentioned,,,,,,
32,1396,mentioned,,,,,,
32,1434,mentioned,,,,,,
32,1586,mentioned,,,,,,
32,1621,mentioned,,,,,,
32,1676,mentioned,,,,,,
32,1716,mentioned,,,,,,
32,1757,mentioned,,,,,,
32,1873,mentioned,,,,,,
33,163,mentioned,,,,,,
33,352,mentioned,,,,,,
33,456,mentioned,,,,,,
33,836,mentioned,,,,,,
33,862,mentioned,,,,,,
33,1303,mentioned,,,,,,
33,1326,mentioned,,,,,,
33,1396,mentioned,,,,,,
33,1434,mentioned,,,,,,
33,1486,mentioned,,,,,,
33,1757,mentioned,,,,,,
33,1758,mentioned,,,,,,
33,1770,mentioned,,,,,,
34,256,mentioned,,,,,,
34,265,mentioned,,,,,,
34,287,mentioned,,,,,,
34,319,mentioned,,,,,,
34,462,mentioned,,,,,,
34,746,mentioned,,,,,,
34,836,mentioned,,,,,,
34,1303,mentioned,,,,,,
34,1432,mentioned,,,,,,
34,1451,mentioned,,,,,,
34,1716,mentioned,,,,,,
34,1754,mentioned,,,,,,
35,161,mentioned,,,,,,
35,328,mentioned,,,,,,
35,456,mentioned,,,,,,
35,465,mentioned,,,,,,
35,785,mentioned,,,,,,
35,868,mentioned,,,,,,
35,1015,mentioned,,,,,,
35,1303,mentioned,,,,,,
35,1326,mentioned,,,,,,
35,1396,mentioned,,,,,,
35,1404,mentioned,,,,,,
35,1434,mentioned,,,,,,
35,1545,mentioned,,,,,,
35,1586,mentioned,,,,,,
35,1716,mentioned,,,,,,
35,456,attacked,hurt by city watch,,,,,
35,868,killed,by city watch,,,,,
36,352,mentioned,,,,,,
36,438,mentioned,,,,,,
36,456,mentioned,,,,,,
36,862,mentioned,,,,,,
36,1404,mentioned,,,,,,
36,1434,mentioned,,,,,,
36,1586,mentioned,,,,,,
36,1727,mentioned,,,,,,
36,1770,mentioned,,,,,,
37,194,mentioned,,,,,,
37,240,mentioned,,,,,,
37,456,mentioned,,,,,,
37,785,mentioned,,,,,,
37,868,mentioned,,,,,,
37,1013,mentioned,,,,,,
37,1057,mentioned,,,,,,
37,1255,mentioned,,,,,,
37,1431,mentioned,,,,,,
37,1599,mentioned,,,,,,
37,1648,mentioned,,,,,,
37,1255,changes allegiances,,,Stark,,,
37,1599,killed,,1648,,,,
38,256,mentioned,,,,,,
38,1432,mentioned,,,,,,
38,1716,mentioned,,,,,,
38,1754,mentioned,,,,,,
38,256,changes allegiances,,1716,Tyrion,,,
39,130,mentioned,,,,,,
39,161,mentioned,,,,,,
39,295,mentioned,,,,,,
39,456,mentioned,,,,,,
39,785,mentioned,,,,,,
39,1015,mentioned,,,,,,
39,1404,mentioned,,,,,,
39,1434,mentioned,,,,,,
39,1758,mentioned,,,,,,
40,256,mentioned,,,,,,
40,265,mentioned,,,,,,
40,287,mentioned,,,,,,
40,319,mentioned,,,,,,
40,462,mentioned,,,,,,
40,785,mentioned,,,,,,
40,836,mentioned,,,,,,
40,1432,mentioned,,,,,,
40,1451,mentioned,,,,,,
40,1586,mentioned,,,,,,
40,1716,mentioned,,,,,,
40,1754,mentioned,,,,,,
40,1716,freed,,,,,,
40,1754,killed,,256,,,,
41,20,mentioned,,,,,,
41,300,mentioned,,,,,,
41,630,mentioned,,,,,,
41,851,mentioned,,,,,,
41,1013,mentioned,,,,,,
41,1329,mentioned,,,,,,
41,1527,mentioned,,,,,,
42,256,mentioned,,,,,,
42,785,mentioned,,,,,,
42,1553,mentioned,,,,,,
42,1716,mentioned,,,,,,
42,1719,mentioned,,,,,,
42,1727,mentioned,,,,,,
42,1553,changes allegiances,,1716,Tyrion,,,
43,204,mentioned,,,,,,
43,456,mentioned,,,,,,
43,462,mentioned,,,,,,
43,629,mentioned,,,,,,
43,772,mentioned,,,,,,
43,970,mentioned,,,,,,
43,1382,mentioned,,,,,,
43,1434,mentioned,,,,,,
43,1653,mentioned,,,,,,
43,1727,mentioned,,,,,,
43,1757,mentioned,,,,,,
43,204,changes allegiances,,,Brotherhood without Banners,,,
43,629,named,,456,,lost title,,
43,1653,changes allegiances,,,Brotherhood without Banners,,,
44,20,mentioned,,,,,,
44,136,mentioned,,,,,,
44,204,mentioned,,,,,,
44,456,mentioned,,,,,,
44,629,mentioned,,,,,,
44,818,mentioned,,,,,,
44,831,mentioned,,,,,,
44,836,mentioned,,,,,,
44,970,mentioned,,,,,,
44,1434,mentioned,,,,,,
44,1530,mentioned,,,,,,
44,1621,mentioned,,,,,,
44,1873,mentioned,,,,,,
45,240,mentioned,,,,,,
45,295,mentioned,,,,,,
45,456,mentioned,,,,,,
45,629,mentioned,,,,,,
45,785,mentioned,,,,,,
45,831,mentioned,,,,,,
45,836,mentioned,,,,,,
45,868,mentioned,,,,,,
45,1015,mentioned,,,,,,
45,1303,mentioned,,,,,,
45,1326,mentioned,,,,,,
45,1434,mentioned,,,,,,
45,1528,mentioned,,,,,,
45,1727,mentioned,,,,,,
45,1756,mentioned,,,,,,
45,295,changes allegiances,,,Lannister,,,
45,629,changes allegiances,,,Lannister,,,
45,785,changes allegiances,,,Lannister,,,
45,1727,changes allegiances,,,Lannister,,,
46,352,mentioned,,,,,,
46,438,mentioned,,,,,,
46,862,mentioned,,,,,,
46,1406,mentioned,,,,,,
46,1770,mentioned,,,,,,
46,1770,killed,,438,,,,
47,154,mentioned,,,,,,
47,163,mentioned,,,,,,
47,295,mentioned,,,,,,
47,456,mentioned,,,,,,
47,790,mentioned,,,,,,
47,831,mentioned,,,,,,
47,836,mentioned,,,,,,
47,922,mentioned,,,,,,
47,1035,mentioned,,,,,,
47,1294,mentioned,,,,,,
47,1303,mentioned,,,,,,
47,1396,mentioned,,,,,,
47,1434,mentioned,,,,,,
47,1586,mentioned,,,,,,
47,1757,mentioned,,,,,,
47,295,named,,,,Queen dowager,Queen ,
47,1434,killed,,922,,,,
48,237,mentioned,,,,,,
48,300,mentioned,,,,,,
48,630,mentioned,,,,,,
48,851,mentioned,,,,,,
48,862,mentioned,,,,,,
48,1527,mentioned,,,,,,
49,163,mentioned,,,,,,
49,295,mentioned,,,,,,
49,456,mentioned,,,,,,
49,790,mentioned,,,,,,
49,831,mentioned,,,,,,
49,970,mentioned,,,,,,
49,1303,mentioned,,,,,,
49,1396,mentioned,,,,,,
49,1434,mentioned,,,,,,
49,1586,mentioned,,,,,,
49,1756,mentioned,,,,,,
49,1757,mentioned,,,,,,
49,456,named,,,,lost title,Lord ,
49,456,captured,,1303,Lannister,,,
49,790,changes allegiances,,,Lannister,,,
49,831,changes allegiances,,,Lannister,,,
49,1303,changes allegiances,,,Lannister,,,
49,1756,killed,,790,,,,
50,136,mentioned,,,,,,
50,456,mentioned,,,,,,
50,1140,mentioned,,,,,,
50,1621,mentioned,,,,,,
50,1621,killed,,1140,,,,
51,234,mentioned,,,,,,
51,287,mentioned,,,,,,
51,295,mentioned,,,,,,
51,456,mentioned,,,,,,
51,746,mentioned,,,,,,
51,818,mentioned,,,,,,
51,831,mentioned,,,,,,
51,1303,mentioned,,,,,,
51,1434,mentioned,,,,,,
51,1530,mentioned,,,,,,
51,1758,mentioned,,,,,,
51,818,captured,,295,Lannister,,,
51,1530,captured,,295,Lannister,,,
51,1758,killed,,,,by city watch,,
52,20,mentioned,,,,,,
52,194,mentioned,,,,,,
52,300,mentioned,,,,,,
52,450,mentioned,,,,,,
52,456,mentioned,,,,,,
52,630,mentioned,,,,,,
52,669,mentioned,,,,,,
52,782,mentioned,,,,,,
52,793,mentioned,,,,,,
52,851,mentioned,,,,,,
52,862,mentioned,,,,,,
52,1267,mentioned,,,,,,
52,1527,mentioned,,,,,,
52,2068,mentioned,,,,,,
52,782,changes allegiances,,,the Others,,,
52,1267,killed,,851,,,,
52,1267,changes allegiances,,,the Others,,,
53,240,mentioned,,,,,,
53,456,mentioned,,,,,,
53,736,mentioned,,,,,,
53,852,mentioned,,,,,,
53,1013,mentioned,,,,,,
53,1057,mentioned,,,,,,
53,1201,mentioned,,,,,,
53,1255,mentioned,,,,,,
53,1431,mentioned,,,,,,
53,1434,mentioned,,,,,,
53,1486,mentioned,,,,,,
53,2068,mentioned,,,,,,
53,852,changes allegiances,,,Stark,,,
53,1201,changes allegiances,,,Stark,,,
53,1431,changes allegiances,,,Stark,,,
53,1486,changes allegiances,,,Stark,,,
54,352,mentioned,,,,,,
54,438,mentioned,,,,,,
54,771,mentioned,,,,,,
54,862,mentioned,,,,,,
54,1406,mentioned,,,,,,
54,1434,mentioned,,,,,,
55,204,mentioned,,,,,,
55,265,mentioned,,,,,,
55,287,mentioned,,,,,,
55,295,mentioned,,,,,,
55,456,mentioned,,,,,,
55,629,mentioned,,,,,,
55,746,mentioned,,,,,,
55,785,mentioned,,,,,,
55,852,mentioned,,,,,,
55,1382,mentioned,,,,,,
55,1431,mentioned,,,,,,
55,1451,mentioned,,,,,,
55,1486,mentioned,,,,,,
55,1530,mentioned,,,,,,
55,1727,mentioned,,,,,,
55,1857,mentioned,,,,,,
55,265,changes allegiances,,,Stark,,,
55,287,changes allegiances,,,Stark,,,
55,1382,killed,,629,,,,
55,1451,changes allegiances,,,Stark,,,
55,1857,changes allegiances,,,Stark,,,
56,204,mentioned,,,,,,
56,462,mentioned,,,,,,
56,785,mentioned,,,,,,
56,1431,mentioned,,,,,,
56,1553,mentioned,,,,,,
56,1660,mentioned,,,,,,
56,1716,mentioned,,,,,,
56,1727,mentioned,,,,,,
56,462,captured,,785,Lannister,,,
56,1660,changes allegiances,,1716,Tyrion,,,
57,163,mentioned,,,,,,
57,295,mentioned,,,,,,
57,456,mentioned,,,,,,
57,785,mentioned,,,,,,
57,790,mentioned,,,,,,
57,831,mentioned,,,,,,
57,1528,mentioned,,,,,,
57,1530,mentioned,,,,,,
57,1727,mentioned,,,,,,
57,831,named,,,,King of Westeros,King,
57,163,named,,,,lost title,Ser ,
57,790,named,,,,Lord of Harrenhal,Lord ,
57,1528,named,,,,member of the King's Guard,,
57,1727,named,,,,Hand of the King,,
58,136,mentioned,,,,,,
58,287,mentioned,,,,,,
58,295,mentioned,,,,,,
58,456,mentioned,,,,,,
58,483,mentioned,,,,,,
58,771,mentioned,,,,,,
58,851,mentioned,,,,,,
58,922,mentioned,,,,,,
58,1015,mentioned,,,,,,
58,1303,mentioned,,,,,,
58,1404,mentioned,,,,,,
58,1431,mentioned,,,,,,
58,1434,mentioned,,,,,,
58,1530,mentioned,,,,,,
58,1586,mentioned,,,,,,
58,1716,mentioned,,,,,,
58,1727,mentioned,,,,,,
58,1757,mentioned,,,,,,
59,136,mentioned,,,,,,
59,265,mentioned,,,,,,
59,287,mentioned,,,,,,
59,462,mentioned,,,,,,
59,719,mentioned,,,,,,
59,746,mentioned,,,,,,
59,836,mentioned,,,,,,
59,975,mentioned,,,,,,
59,1431,mentioned,,,,,,
59,1432,mentioned,,,,,,
59,1598,mentioned,,,,,,
59,1727,mentioned,,,,,,
59,975,changes allegiances,,,Stark,,,
59,1432,changes allegiances,,,none,,,
59,1598,changes allegiances,,,Stark,,,
