ID,bookID,chapterInBook,url,title,povID
68,0,68,/index.php/A_Game_of_Thrones-Chapter_68,Daenerys IX,352
69,0,69,/index.php/A_Game_of_Thrones-Chapter_69,Tyrion IX,1716
70,0,70,/index.php/A_Game_of_Thrones-Chapter_70,Jon IX,851
71,0,71,/index.php/A_Game_of_Thrones-Chapter_71,Catelyn XI,287
72,0,72,/index.php/A_Game_of_Thrones-Chapter_72,Daenerys X,352
73,1,0,/index.php/A_Clash_of_Kings-Prologue,Prologue,1046
74,1,1,/index.php/A_Clash_of_Kings-Chapter_1,Arya I,136
75,1,2,/index.php/A_Clash_of_Kings-Chapter_2,Sansa I,1530
76,1,3,/index.php/A_Clash_of_Kings-Chapter_3,Tyrion I,1716
77,1,4,/index.php/A_Clash_of_Kings-Chapter_4,Bran I,240
78,1,5,/index.php/A_Clash_of_Kings-Chapter_5,Arya II,136
79,1,6,/index.php/A_Clash_of_Kings-Chapter_6,Jon I,851
80,1,7,/index.php/A_Clash_of_Kings-Chapter_7,Catelyn I,287
81,1,8,/index.php/A_Clash_of_Kings-Chapter_8,Tyrion II,1716
82,1,9,/index.php/A_Clash_of_Kings-Chapter_9,Arya III,136
83,1,10,/index.php/A_Clash_of_Kings-Chapter_10,Davos I,385
84,1,11,/index.php/A_Clash_of_Kings-Chapter_11,Theon I,1648
85,1,12,/index.php/A_Clash_of_Kings-Chapter_12,Daenerys I,352
86,1,13,/index.php/A_Clash_of_Kings-Chapter_13,Jon II,851
87,1,14,/index.php/A_Clash_of_Kings-Chapter_14,Arya IV,136
88,1,15,/index.php/A_Clash_of_Kings-Chapter_15,Tyrion III,1716
89,1,16,/index.php/A_Clash_of_Kings-Chapter_16,Bran II,240
90,1,17,/index.php/A_Clash_of_Kings-Chapter_17,Tyrion IV,1716
91,1,18,/index.php/A_Clash_of_Kings-Chapter_18,Sansa II,1530
92,1,19,/index.php/A_Clash_of_Kings-Chapter_19,Arya V,136
93,1,20,/index.php/A_Clash_of_Kings-Chapter_20,Tyrion V,1716
94,1,21,/index.php/A_Clash_of_Kings-Chapter_21,Bran III,240
95,1,22,/index.php/A_Clash_of_Kings-Chapter_22,Catelyn II,287
96,1,23,/index.php/A_Clash_of_Kings-Chapter_23,Jon III,851
97,1,24,/index.php/A_Clash_of_Kings-Chapter_24,Theon II,1648
98,1,25,/index.php/A_Clash_of_Kings-Chapter_25,Tyrion VI,1716
99,1,26,/index.php/A_Clash_of_Kings-Chapter_26,Arya VI,136
100,1,27,/index.php/A_Clash_of_Kings-Chapter_27,Daenerys II,352
101,1,28,/index.php/A_Clash_of_Kings-Chapter_28,Bran IV,240
102,1,29,/index.php/A_Clash_of_Kings-Chapter_29,Tyrion VII,1716
103,1,30,/index.php/A_Clash_of_Kings-Chapter_30,Arya VII,136
104,1,31,/index.php/A_Clash_of_Kings-Chapter_31,Catelyn III,287
105,1,32,/index.php/A_Clash_of_Kings-Chapter_32,Sansa III,1530
106,1,33,/index.php/A_Clash_of_Kings-Chapter_33,Catelyn IV,287
107,1,34,/index.php/A_Clash_of_Kings-Chapter_34,Jon IV,851
108,1,35,/index.php/A_Clash_of_Kings-Chapter_35,Bran V,240
109,1,36,/index.php/A_Clash_of_Kings-Chapter_36,Tyrion VIII,1716
110,1,37,/index.php/A_Clash_of_Kings-Chapter_37,Theon III,1648
111,1,38,/index.php/A_Clash_of_Kings-Chapter_38,Arya VIII,136
112,1,39,/index.php/A_Clash_of_Kings-Chapter_39,Catelyn V,287
113,1,40,/index.php/A_Clash_of_Kings-Chapter_40,Daenerys III,352
114,1,41,/index.php/A_Clash_of_Kings-Chapter_41,Tyrion IX,1716
115,1,42,/index.php/A_Clash_of_Kings-Chapter_42,Davos II,385
116,1,43,/index.php/A_Clash_of_Kings-Chapter_43,Jon V,851
117,1,44,/index.php/A_Clash_of_Kings-Chapter_44,Tyrion X,1716
118,1,45,/index.php/A_Clash_of_Kings-Chapter_45,Catelyn VI,287
119,1,46,/index.php/A_Clash_of_Kings-Chapter_46,Bran VI,240
120,1,47,/index.php/A_Clash_of_Kings-Chapter_47,Arya IX,136
121,1,48,/index.php/A_Clash_of_Kings-Chapter_48,Daenerys IV,352
122,1,49,/index.php/A_Clash_of_Kings-Chapter_49,Tyrion XI,1716
123,1,50,/index.php/A_Clash_of_Kings-Chapter_50,Theon IV,1648
124,1,51,/index.php/A_Clash_of_Kings-Chapter_51,Jon VI,851
125,1,52,/index.php/A_Clash_of_Kings-Chapter_52,Sansa IV,1530
126,1,53,/index.php/A_Clash_of_Kings-Chapter_53,Jon VII,851
127,1,54,/index.php/A_Clash_of_Kings-Chapter_54,Tyrion XII,1716
128,1,55,/index.php/A_Clash_of_Kings-Chapter_55,Catelyn VII,287
129,1,56,/index.php/A_Clash_of_Kings-Chapter_56,Theon V,1648
130,1,57,/index.php/A_Clash_of_Kings-Chapter_57,Sansa V,1530
131,1,58,/index.php/A_Clash_of_Kings-Chapter_58,Davos III,385
132,1,59,/index.php/A_Clash_of_Kings-Chapter_59,Tyrion XIII,1716
133,1,60,/index.php/A_Clash_of_Kings-Chapter_60,Sansa VI,1530
134,1,61,/index.php/A_Clash_of_Kings-Chapter_61,Tyrion XIV,1716
135,1,62,/index.php/A_Clash_of_Kings-Chapter_62,Sansa VII,1530
136,1,63,/index.php/A_Clash_of_Kings-Chapter_63,Daenerys V,352
137,1,64,/index.php/A_Clash_of_Kings-Chapter_64,Arya X,136
138,1,65,/index.php/A_Clash_of_Kings-Chapter_65,Sansa VIII,1530
139,1,66,/index.php/A_Clash_of_Kings-Chapter_66,Theon VI,1648
140,1,67,/index.php/A_Clash_of_Kings-Chapter_67,Tyrion XV,1716
141,1,68,/index.php/A_Clash_of_Kings-Chapter_68,Jon VIII,851
142,1,69,/index.php/A_Clash_of_Kings-Chapter_69,Bran VII,240
143,2,0,/index.php/A_Storm_of_Swords-Prologue,Prologue,300
144,2,1,/index.php/A_Storm_of_Swords-Chapter_1,Jaime I,785
145,2,2,/index.php/A_Storm_of_Swords-Chapter_2,Catelyn I,287
146,2,3,/index.php/A_Storm_of_Swords-Chapter_3,Arya I,136
147,2,4,/index.php/A_Storm_of_Swords-Chapter_4,Tyrion I,1716
148,2,5,/index.php/A_Storm_of_Swords-Chapter_5,Davos I,385
149,2,6,/index.php/A_Storm_of_Swords-Chapter_6,Sansa I,1530
150,2,7,/index.php/A_Storm_of_Swords-Chapter_7,Jon I,851
151,2,8,/index.php/A_Storm_of_Swords-Chapter_8,Daenerys I,352
152,2,9,/index.php/A_Storm_of_Swords-Chapter_9,Bran I,240
153,2,10,/index.php/A_Storm_of_Swords-Chapter_10,Davos II,385
154,2,11,/index.php/A_Storm_of_Swords-Chapter_11,Jaime II,785
155,2,12,/index.php/A_Storm_of_Swords-Chapter_12,Tyrion II,1716
156,2,13,/index.php/A_Storm_of_Swords-Chapter_13,Arya II,136
157,2,14,/index.php/A_Storm_of_Swords-Chapter_14,Catelyn II,287
158,2,15,/index.php/A_Storm_of_Swords-Chapter_15,Jon II,851
159,2,16,/index.php/A_Storm_of_Swords-Chapter_16,Sansa II,1530
160,2,17,/index.php/A_Storm_of_Swords-Chapter_17,Arya III,136
161,2,18,/index.php/A_Storm_of_Swords-Chapter_18,Samwell I,1527
162,2,19,/index.php/A_Storm_of_Swords-Chapter_19,Tyrion III,1716
163,2,20,/index.php/A_Storm_of_Swords-Chapter_20,Catelyn III,287
164,2,21,/index.php/A_Storm_of_Swords-Chapter_21,Jaime III,785
165,2,22,/index.php/A_Storm_of_Swords-Chapter_22,Arya IV,136
166,2,23,/index.php/A_Storm_of_Swords-Chapter_23,Daenerys II,352
167,2,24,/index.php/A_Storm_of_Swords-Chapter_24,Bran II,240
168,2,25,/index.php/A_Storm_of_Swords-Chapter_25,Davos III,385
169,2,26,/index.php/A_Storm_of_Swords-Chapter_26,Jon III,851
170,2,27,/index.php/A_Storm_of_Swords-Chapter_27,Daenerys III,352
171,2,28,/index.php/A_Storm_of_Swords-Chapter_28,Sansa III,1530
172,2,29,/index.php/A_Storm_of_Swords-Chapter_29,Arya V,136
173,2,30,/index.php/A_Storm_of_Swords-Chapter_30,Jon IV,851
174,2,31,/index.php/A_Storm_of_Swords-Chapter_31,Jaime IV,785
175,2,32,/index.php/A_Storm_of_Swords-Chapter_32,Tyrion IV,1716
176,2,33,/index.php/A_Storm_of_Swords-Chapter_33,Samwell II,1527
177,2,34,/index.php/A_Storm_of_Swords-Chapter_34,Arya VI,136
178,2,35,/index.php/A_Storm_of_Swords-Chapter_35,Catelyn IV,287
179,2,36,/index.php/A_Storm_of_Swords-Chapter_36,Davos IV,385
180,2,37,/index.php/A_Storm_of_Swords-Chapter_37,Jaime V,785
181,2,38,/index.php/A_Storm_of_Swords-Chapter_38,Tyrion V,1716
182,2,39,/index.php/A_Storm_of_Swords-Chapter_39,Arya VII,136
183,2,40,/index.php/A_Storm_of_Swords-Chapter_40,Bran III,240
184,2,41,/index.php/A_Storm_of_Swords-Chapter_41,Jon V,851
185,2,42,/index.php/A_Storm_of_Swords-Chapter_42,Daenerys IV,352
186,2,43,/index.php/A_Storm_of_Swords-Chapter_43,Arya VIII,136
187,2,44,/index.php/A_Storm_of_Swords-Chapter_44,Jaime VI,785
188,2,45,/index.php/A_Storm_of_Swords-Chapter_45,Catelyn V,287
189,2,46,/index.php/A_Storm_of_Swords-Chapter_46,Samwell III,1527
190,2,47,/index.php/A_Storm_of_Swords-Chapter_47,Arya IX,136
191,2,48,/index.php/A_Storm_of_Swords-Chapter_48,Jon VI,851
192,2,49,/index.php/A_Storm_of_Swords-Chapter_49,Catelyn VI,287
193,2,50,/index.php/A_Storm_of_Swords-Chapter_50,Arya X,136
194,2,51,/index.php/A_Storm_of_Swords-Chapter_51,Catelyn VII,287
195,2,52,/index.php/A_Storm_of_Swords-Chapter_52,Arya XI,136
196,2,53,/index.php/A_Storm_of_Swords-Chapter_53,Tyrion VI,1716
197,2,54,/index.php/A_Storm_of_Swords-Chapter_54,Davos V,385
198,2,55,/index.php/A_Storm_of_Swords-Chapter_55,Jon VII,851
199,2,56,/index.php/A_Storm_of_Swords-Chapter_56,Bran IV,240
200,2,57,/index.php/A_Storm_of_Swords-Chapter_57,Daenerys V,352
201,2,58,/index.php/A_Storm_of_Swords-Chapter_58,Tyrion VII,1716
202,2,59,/index.php/A_Storm_of_Swords-Chapter_59,Sansa IV,1530
203,2,60,/index.php/A_Storm_of_Swords-Chapter_60,Tyrion VIII,1716
204,2,61,/index.php/A_Storm_of_Swords-Chapter_61,Sansa V,1530
205,2,62,/index.php/A_Storm_of_Swords-Chapter_62,Jaime VII,785
206,2,63,/index.php/A_Storm_of_Swords-Chapter_63,Davos VI,385
207,2,64,/index.php/A_Storm_of_Swords-Chapter_64,Jon VIII,851
208,2,65,/index.php/A_Storm_of_Swords-Chapter_65,Arya XII,136
209,2,66,/index.php/A_Storm_of_Swords-Chapter_66,Tyrion IX,1716
210,2,67,/index.php/A_Storm_of_Swords-Chapter_67,Jaime VIII,785
211,2,68,/index.php/A_Storm_of_Swords-Chapter_68,Sansa VI,1530
212,2,69,/index.php/A_Storm_of_Swords-Chapter_69,Jon IX,851
213,2,70,/index.php/A_Storm_of_Swords-Chapter_70,Tyrion X,1716
214,2,71,/index.php/A_Storm_of_Swords-Chapter_71,Daenerys VI,352
215,2,72,/index.php/A_Storm_of_Swords-Chapter_72,Jaime IX,785
216,2,73,/index.php/A_Storm_of_Swords-Chapter_73,Jon X,851
217,2,74,/index.php/A_Storm_of_Swords-Chapter_74,Arya XIII,136
218,2,75,/index.php/A_Storm_of_Swords-Chapter_75,Samwell IV,1527
219,2,76,/index.php/A_Storm_of_Swords-Chapter_76,Jon XI,851
220,2,77,/index.php/A_Storm_of_Swords-Chapter_77,Tyrion XI,1716
221,2,78,/index.php/A_Storm_of_Swords-Chapter_78,Samwell V,1527
222,2,79,/index.php/A_Storm_of_Swords-Chapter_79,Jon XII,851
223,2,80,/index.php/A_Storm_of_Swords-Chapter_80,Sansa VII,1530
224,2,81,/index.php/A_Storm_of_Swords-Epilogue,Epilogue,1137
225,3,0,/index.php/A_Feast_for_Crows-Prologue,Prologue,1280
226,3,1,/index.php/A_Feast_for_Crows-Chapter_1,The Prophet,25
227,3,2,/index.php/A_Feast_for_Crows-Chapter_2,The Captain Of Guards,110
228,3,3,/index.php/A_Feast_for_Crows-Chapter_3,Cersei I,295
229,3,4,/index.php/A_Feast_for_Crows-Chapter_4,Brienne I,255
230,3,5,/index.php/A_Feast_for_Crows-Chapter_5,Samwell I,1527
231,3,6,/index.php/A_Feast_for_Crows-Chapter_6,Arya I,136
232,3,7,/index.php/A_Feast_for_Crows-Chapter_7,Cersei II,295
233,3,8,/index.php/A_Feast_for_Crows-Chapter_8,Jaime I,785
234,3,9,/index.php/A_Feast_for_Crows-Chapter_9,Brienne II,255
235,3,10,/index.php/A_Feast_for_Crows-Chapter_10,Sansa I,1530
236,3,11,/index.php/A_Feast_for_Crows-Chapter_11,The Kraken's Daughter,138
237,3,12,/index.php/A_Feast_for_Crows-Chapter_12,Cersei III,295
238,3,13,/index.php/A_Feast_for_Crows-Chapter_13,The Soiled Knight,137
239,3,14,/index.php/A_Feast_for_Crows-Chapter_14,Brienne III,255
240,3,15,/index.php/A_Feast_for_Crows-Chapter_15,Samwell II,1527
241,3,16,/index.php/A_Feast_for_Crows-Chapter_16,Jaime II,785
242,3,17,/index.php/A_Feast_for_Crows-Chapter_17,Cersei IV,295
243,3,18,/index.php/A_Feast_for_Crows-Chapter_18,The Iron Captain,1763
244,3,19,/index.php/A_Feast_for_Crows-Chapter_19,The Drowned Man,25
245,3,20,/index.php/A_Feast_for_Crows-Chapter_20,Brienne IV,255
246,3,21,/index.php/A_Feast_for_Crows-Chapter_21,The Queenmaker,113
247,3,22,/index.php/A_Feast_for_Crows-Chapter_22,Arya II,136
248,3,23,/index.php/A_Feast_for_Crows-Chapter_23,Alayne I,1530
249,3,24,/index.php/A_Feast_for_Crows-Chapter_24,Cersei V,295
250,3,25,/index.php/A_Feast_for_Crows-Chapter_25,Brienne V,255
251,3,26,/index.php/A_Feast_for_Crows-Chapter_26,Samwell III,1527
252,3,27,/index.php/A_Feast_for_Crows-Chapter_27,Jaime III,785
253,3,28,/index.php/A_Feast_for_Crows-Chapter_28,Cersei VI,295
254,3,29,/index.php/A_Feast_for_Crows-Chapter_29,The Reaver,1763
255,3,30,/index.php/A_Feast_for_Crows-Chapter_30,Jaime IV,785
256,3,31,/index.php/A_Feast_for_Crows-Chapter_31,Brienne VI,255
257,3,32,/index.php/A_Feast_for_Crows-Chapter_32,Cersei VII,295
258,3,33,/index.php/A_Feast_for_Crows-Chapter_33,Jaime V,785
259,3,34,/index.php/A_Feast_for_Crows-Chapter_34,Cat Of The Canals,136
260,3,35,/index.php/A_Feast_for_Crows-Chapter_35,Samwell IV,1527
261,3,36,/index.php/A_Feast_for_Crows-Chapter_36,Cersei VIII,295
262,3,37,/index.php/A_Feast_for_Crows-Chapter_37,Brienne VII,255
263,3,38,/index.php/A_Feast_for_Crows-Chapter_38,Jaime VI,785
264,3,39,/index.php/A_Feast_for_Crows-Chapter_39,Cersei IX,295
265,3,40,/index.php/A_Feast_for_Crows-Chapter_40,The Princess In The Tower,113
266,3,41,/index.php/A_Feast_for_Crows-Chapter_41,Alayne II,1530
267,3,42,/index.php/A_Feast_for_Crows-Chapter_42,Brienne VIII,255
268,3,43,/index.php/A_Feast_for_Crows-Chapter_43,Cersei X,295
269,3,44,/index.php/A_Feast_for_Crows-Chapter_44,Jaime VII,785
270,3,45,/index.php/A_Feast_for_Crows-Chapter_45,Samwell V,1527
271,4,0,/index.php/Prologue_(A_Dance_with_Dragons),Prologue,1753
272,4,1,/index.php/Tyrion_I_(A_Dance_with_Dragons),Tyrion I,1716
273,4,2,/index.php/Daenerys_I_(A_Dance_with_Dragons),Daenerys I,352
274,4,3,/index.php/Jon_I_(A_Dance_with_Dragons),Jon I,851
275,4,4,/index.php/Bran_I_(A_Dance_with_Dragons),Bran I,240
276,4,5,/index.php/Tyrion_II_(A_Dance_with_Dragons),Tyrion II,1716
277,4,6,/index.php/The_Merchant%27s_Man_(A_Dance_with_Dragons),The Merchant's Man,1351
278,4,7,/index.php/Jon_II_(A_Dance_with_Dragons),Jon II,851
279,4,8,/index.php/Tyrion_III_(A_Dance_with_Dragons),Tyrion III,1716
280,4,9,/index.php/Davos_I_(A_Dance_with_Dragons),Davos I,385
281,4,10,/index.php/Jon_III_(A_Dance_with_Dragons),Jon III,851
282,4,11,/index.php/Daenerys_II_(A_Dance_with_Dragons),Daenerys II,352
283,4,12,/index.php/Reek_I_(A_Dance_with_Dragons),Reek I,1648
284,4,13,/index.php/Bran_II_(A_Dance_with_Dragons),Bran II,240
285,4,14,/index.php/Tyrion_IV_(A_Dance_with_Dragons),Tyrion IV,1716
286,4,15,/index.php/Davos_II_(A_Dance_with_Dragons),Davos II,385
287,4,16,/index.php/Daenerys_III_(A_Dance_with_Dragons),Daenerys III,352
288,4,17,/index.php/Jon_IV_(A_Dance_with_Dragons),Jon IV,851
289,4,18,/index.php/Tyrion_V_(A_Dance_with_Dragons),Tyrion V,1716
290,4,19,/index.php/Davos_III_(A_Dance_with_Dragons),Davos III,385
291,4,20,/index.php/Reek_II_(A_Dance_with_Dragons),Reek II,1648
292,4,21,/index.php/Jon_V_(A_Dance_with_Dragons),Jon V,851
293,4,22,/index.php/Tyrion_VI_(A_Dance_with_Dragons),Tyrion VI,1716
294,4,23,/index.php/Daenerys_IV_(A_Dance_with_Dragons),Daenerys IV,352
295,4,24,/index.php/The_Lost_Lord_(A_Dance_with_Dragons),The Lost Lord,840
296,4,25,/index.php/The_Windblown_(A_Dance_with_Dragons),The Windblown,1351
297,4,26,/index.php/The_Wayward_Bride_(A_Dance_with_Dragons),The Wayward Bride,138
298,4,27,/index.php/Tyrion_VII_(A_Dance_with_Dragons),Tyrion VII,1716
299,4,28,/index.php/Jon_VI_(A_Dance_with_Dragons),Jon VI,851
300,4,29,/index.php/Davos_IV_(A_Dance_with_Dragons),Davos IV,385
301,4,30,/index.php/Daenerys_V_(A_Dance_with_Dragons),Daenerys V,352
302,4,31,/index.php/Melisandre_I_(A_Dance_with_Dragons),Melisandre I,1122
303,4,32,/index.php/Reek_III_(A_Dance_with_Dragons),Reek III,1648
304,4,33,/index.php/Tyrion_VIII_(A_Dance_with_Dragons),Tyrion VIII,1716
305,4,34,/index.php/Bran_III_(A_Dance_with_Dragons),Bran III,240
306,4,35,/index.php/Jon_VII_(A_Dance_with_Dragons),Jon VII,851
307,4,36,/index.php/Daenerys_VI_(A_Dance_with_Dragons),Daenerys VI,352
308,4,37,/index.php/The_Prince_of_Winterfell_(A_Dance_with_Dragons),The Prince of Winterfell,1648
309,4,38,/index.php/The_Watcher_(A_Dance_with_Dragons),The Watcher,110
310,4,39,/index.php/Jon_VIII_(A_Dance_with_Dragons),Jon VIII,851
311,4,40,/index.php/Tyrion_IX_(A_Dance_with_Dragons),Tyrion IX,1716
312,4,41,/index.php/The_Turncloak_(A_Dance_with_Dragons),The Turncloak,1648
313,4,42,/index.php/The_King%27s_Prize_(A_Dance_with_Dragons),The King's Prize,138
314,4,43,/index.php/Daenerys_VII_(A_Dance_with_Dragons),Daenerys VII,352
315,4,44,/index.php/Jon_IX_(A_Dance_with_Dragons),Jon IX,851
316,4,45,/index.php/The_Blind_Girl_(A_Dance_with_Dragons),The Blind Girl,136
317,4,46,/index.php/A_Ghost_in_Winterfell_(A_Dance_with_Dragons),A Ghost in Winterfell,1648
318,4,47,/index.php/Tyrion_X_(A_Dance_with_Dragons),Tyrion X,1716
319,4,48,/index.php/Jaime_I_(A_Dance_with_Dragons),Jaime I,785
320,4,49,/index.php/Jon_X_(A_Dance_with_Dragons),Jon X,851
321,4,50,/index.php/Daenerys_VIII_(A_Dance_with_Dragons),Daenerys VIII,352
322,4,51,/index.php/Theon_I_(A_Dance_with_Dragons),Theon I,1648
323,4,52,/index.php/Daenerys_IX_(A_Dance_with_Dragons),Daenerys IX,352
324,4,53,/index.php/Jon_XI_(A_Dance_with_Dragons),Jon XI,851
325,4,54,/index.php/Cersei_I_(A_Dance_with_Dragons),Cersei I,295
326,4,55,/index.php/The_Queensguard_(A_Dance_with_Dragons),The Queensguard,163
327,4,56,/index.php/The_Iron_Suitor_(A_Dance_with_Dragons),The Iron Suitor,1763
328,4,57,/index.php/Tyrion_XI_(A_Dance_with_Dragons),Tyrion XI,1716
329,4,58,/index.php/Jon_XII_(A_Dance_with_Dragons),Jon XII,851
330,4,59,/index.php/The_Discarded_Knight_(A_Dance_with_Dragons),The Discarded Knight,163
331,4,60,/index.php/The_Spurned_Suitor_(A_Dance_with_Dragons),The Spurned Suitor,1351
332,4,61,/index.php/The_Griffin_Reborn_(A_Dance_with_Dragons),The Griffin Reborn,840
333,4,62,/index.php/The_Sacrifice_(A_Dance_with_Dragons),The Sacrifice,138
334,4,63,/index.php/Victarion_I_(A_Dance_with_Dragons),Victarion I,1763
335,4,64,/index.php/The_Ugly_Little_Girl_(A_Dance_with_Dragons),The Ugly Little Girl,136
336,4,65,/index.php/Cersei_II_(A_Dance_with_Dragons),Cersei II,295
337,4,66,/index.php/Tyrion_XII_(A_Dance_with_Dragons),Tyrion XII,1716
338,4,67,/index.php/The_Kingbreaker_(A_Dance_with_Dragons),The Kingbreaker,163
339,4,68,/index.php/The_Dragontamer_(A_Dance_with_Dragons),The Dragontamer,1351
340,4,69,/index.php/Jon_XIII_(A_Dance_with_Dragons),Jon XIII,851
341,4,70,/index.php/The_Queen%27s_Hand_(A_Dance_with_Dragons),The Queen's Hand,163
342,4,71,/index.php/Daenerys_X_(A_Dance_with_Dragons),Daenerys X,352
343,4,72,/index.php/Epilogue_(A_Dance_with_Dragons),Epilogue,900
